,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981122i03.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981121i01.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981121i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981122i01.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981122i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981128i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981125i01.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981125i02.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981125i03.std,D:\SRFP Reference Materials\bhumika_taneja\data_NMS_I\19981128i01.std
1343.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1390.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1551.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1612.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1708.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1711.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1725.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1772.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1773.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1787.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1809.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1823.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1876.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1897.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1901.0,-1.0,1330.0,870.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1945.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
1950.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2006.0,-1.0,1138.0,736.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2014.0,-1.0,2915.0,1942.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2030.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2064.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2080.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2087.0,-1.0,1441.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2334.0,-1.0,3466.0,2350.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2375.0,-1.0,1502.0,984.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2380.0,-1.0,942.0,598.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2391.0,-1.0,3518.0,2384.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2395.0,-1.0,1450.0,953.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2456.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2457.0,-1.0,782.0,493.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2479.0,-1.0,3514.0,2377.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2544.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2552.0,-1.0,737.0,457.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2583.0,-1.0,3559.0,2408.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2624.0,-1.0,2687.0,1805.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2655.0,-1.0,897.0,568.0,1675.0,2035.0,-1.0,-1.0,-1.0,-1.0,-1.0
2670.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2677.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2692.0,-1.0,2665.0,1790.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2710.0,-1.0,2086.0,1392.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2714.0,2109.0,967.0,622.0,1782.0,2172.0,-1.0,-1.0,-1.0,-1.0,-1.0
2736.0,-1.0,1463.0,960.0,2513.0,3066.0,-1.0,-1.0,-1.0,-1.0,-1.0
2756.0,-1.0,3272.0,2196.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2763.0,-1.0,2410.0,1605.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2788.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2794.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2834.0,1759.0,774.0,487.0,1501.0,1827.0,874.0,-1.0,-1.0,-1.0,937.0
2839.0,818.0,282.0,183.0,759.0,910.0,450.0,-1.0,-1.0,-1.0,460.0
2843.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2868.0,5809.0,2914.0,1941.0,4633.0,5654.0,-1.0,-1.0,-1.0,-1.0,-1.0
2883.0,104.0,-1.0,-1.0,251.0,252.0,95.0,-1.0,-1.0,-1.0,119.0
2916.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
2931.0,2647.0,1246.0,809.0,2200.0,2686.0,1321.0,-1.0,-1.0,-1.0,1331.0
2969.0,2092.0,960.0,613.0,1764.0,2148.0,1044.0,-1.0,-1.0,-1.0,1087.0
3040.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3049.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3095.0,3211.0,1542.0,1014.0,2618.0,3202.0,1587.0,-1.0,-1.0,-1.0,1609.0
3122.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3173.0,2763.0,1317.0,-1.0,2283.0,2792.0,-1.0,-1.0,-1.0,-1.0,1386.0
3209.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3211.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3220.0,5014.0,2494.0,1666.0,4034.0,4911.0,2408.0,-1.0,-1.0,-1.0,2390.0
3240.0,1249.0,501.0,309.0,1084.0,1328.0,636.0,734.0,725.0,736.0,680.0
3247.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3279.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3318.0,5328.0,2657.0,1787.0,4280.0,5221.0,2557.0,-1.0,-1.0,-1.0,2543.0
3325.0,270.0,-1.0,-1.0,372.0,402.0,187.0,177.0,174.0,188.0,202.0
3367.0,3733.0,1806.0,1190.0,3022.0,3714.0,1828.0,2113.0,2046.0,2121.0,1845.0
3377.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3381.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3398.0,4279.0,2092.0,1395.0,3441.0,4238.0,2077.0,2404.0,2323.0,2415.0,2075.0
3413.0,2117.0,969.0,623.0,1786.0,2180.0,1053.0,1195.0,1194.0,1236.0,1097.0
3427.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3434.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3441.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3442.0,3839.0,1853.0,1226.0,3104.0,3814.0,1880.0,2172.0,2100.0,2166.0,1891.0
3457.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3466.0,1511.0,646.0,396.0,1296.0,1594.0,766.0,869.0,858.0,877.0,817.0
3470.0,6050.0,3049.0,2036.0,4809.0,5873.0,2871.0,3413.0,3266.0,3393.0,2869.0
3479.0,6616.0,3350.0,2262.0,5250.0,6387.0,3141.0,3721.0,3588.0,3692.0,3151.0
3503.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3504.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3520.0,2696.0,1279.0,833.0,2234.0,2740.0,1344.0,1527.0,1511.0,1556.0,1355.0
3547.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3550.0,1347.0,546.0,335.0,1159.0,1428.0,676.0,778.0,770.0,781.0,733.0
3560.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3570.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3578.0,4676.0,2313.0,1538.0,3768.0,4599.0,2267.0,2628.0,2515.0,2627.0,-1.0
3581.0,3315.0,1594.0,1055.0,2697.0,3311.0,1628.0,1868.0,1822.0,1884.0,1657.0
3585.0,2280.0,1054.0,678.0,1916.0,2326.0,1138.0,1299.0,1284.0,1326.0,1163.0
3599.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3611.0,3001.0,1433.0,942.0,2464.0,3020.0,1486.0,1699.0,1669.0,1725.0,1512.0
3614.0,1767.0,781.0,492.0,1505.0,1833.0,882.0,1012.0,1009.0,1041.0,942.0
3619.0,391.0,64.0,43.0,460.0,517.0,260.0,251.0,240.0,249.0,255.0
3669.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3677.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3697.0,6355.0,3226.0,2159.0,5062.0,6139.0,3024.0,3578.0,3451.0,3561.0,3022.0
3715.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3720.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3726.0,4657.0,2303.0,1531.0,3757.0,4582.0,2254.0,2616.0,2504.0,2613.0,2243.0
3804.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3876.0,4383.0,2160.0,1439.0,3532.0,4335.0,2123.0,2467.0,2376.0,2466.0,2118.0
3894.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3902.0,-1.0,3564.0,2410.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3917.0,5993.0,3015.0,2019.0,4773.0,5823.0,2837.0,3375.0,3236.0,3361.0,2841.0
3922.0,6624.0,3361.0,2265.0,5266.0,6394.0,3145.0,3732.0,3603.0,3696.0,3154.0
3947.0,2302.0,1072.0,685.0,1932.0,2347.0,1151.0,1313.0,1297.0,1339.0,1176.0
3961.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3977.0,4626.0,2291.0,1523.0,3732.0,4552.0,2235.0,2602.0,2492.0,2594.0,2226.0
3981.0,3637.0,1750.0,1160.0,2949.0,3623.0,1787.0,2057.0,2000.0,2073.0,1806.0
3989.0,2248.0,1036.0,667.0,1886.0,2298.0,1117.0,1282.0,1265.0,1308.0,1148.0
3992.0,3243.0,1558.0,1025.0,2642.0,3231.0,1598.0,1830.0,1787.0,1849.0,1625.0
3995.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
3998.0,5847.0,2930.0,1955.0,4661.0,5692.0,2780.0,3304.0,3166.0,3293.0,2769.0
4003.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4004.0,5480.0,2739.0,1829.0,4390.0,5343.0,2627.0,3109.0,2961.0,3084.0,-1.0
4007.0,4339.0,2132.0,1419.0,3491.0,4289.0,2097.0,2440.0,2353.0,2442.0,2098.0
4021.0,5977.0,3006.0,2015.0,4762.0,5802.0,2834.0,3369.0,3226.0,3355.0,2837.0
4045.0,4553.0,2249.0,-1.0,3676.0,4493.0,2199.0,2563.0,2457.0,2557.0,-1.0
4058.0,627.0,189.0,119.0,624.0,737.0,372.0,387.0,372.0,387.0,373.0
4088.0,6553.0,3330.0,2245.0,5211.0,6331.0,3122.0,3699.0,3567.0,3663.0,3128.0
4105.0,4535.0,2244.0,1497.0,3662.0,4476.0,2191.0,2554.0,2450.0,-1.0,2192.0
4115.0,5156.0,2566.0,1724.0,4136.0,5046.0,2470.0,2920.0,2789.0,2897.0,2454.0
4126.0,4904.0,2427.0,1617.0,3945.0,4795.0,2352.0,2754.0,2642.0,2750.0,2336.0
4137.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4157.0,6121.0,3090.0,2059.0,4869.0,5924.0,2903.0,3445.0,3312.0,3437.0,2907.0
4166.0,5087.0,2531.0,1699.0,4093.0,4979.0,2444.0,2886.0,2752.0,2863.0,2428.0
4198.0,2985.0,1424.0,935.0,2452.0,3005.0,1477.0,1687.0,1654.0,1708.0,1503.0
4203.0,5215.0,2596.0,1741.0,4187.0,5104.0,2504.0,2950.0,2817.0,2938.0,2474.0
4234.0,5502.0,2756.0,1841.0,4419.0,5370.0,2636.0,3128.0,2979.0,3099.0,2624.0
4265.0,2902.0,1389.0,905.0,2393.0,2933.0,1439.0,1643.0,1615.0,1668.0,1461.0
4275.0,6667.0,3389.0,2287.0,5282.0,6429.0,3154.0,3753.0,3628.0,3718.0,3176.0
4286.0,2036.0,932.0,592.0,1722.0,2095.0,1017.0,1158.0,1158.0,1196.0,1060.0
4289.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4296.0,5872.0,2947.0,1965.0,4683.0,5716.0,2791.0,3318.0,3179.0,3305.0,2785.0
4315.0,3063.0,1461.0,965.0,2511.0,3063.0,1516.0,1734.0,1700.0,1759.0,1543.0
4328.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4348.0,5454.0,2729.0,1826.0,4367.0,5320.0,2615.0,3100.0,2952.0,3076.0,2598.0
4359.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4365.0,5635.0,2823.0,1883.0,4511.0,5494.0,2702.0,3205.0,3052.0,3179.0,2678.0
4384.0,5706.0,2864.0,1909.0,4560.0,5557.0,2722.0,3242.0,3091.0,3221.0,2710.0
4390.0,5229.0,2601.0,1747.0,4193.0,5109.0,2512.0,2961.0,2819.0,2943.0,2479.0
4397.0,6485.0,3299.0,2218.0,5162.0,6272.0,3096.0,3662.0,3529.0,3631.0,3092.0
4399.0,2797.0,1333.0,871.0,2315.0,2832.0,1386.0,1582.0,1561.0,1611.0,1408.0
4414.0,5323.0,2655.0,1786.0,4279.0,5220.0,2554.0,3025.0,2882.0,3013.0,2541.0
4427.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4442.0,3978.0,1934.0,1288.0,3221.0,3967.0,1942.0,2245.0,2172.0,2254.0,1954.0
4463.0,3394.0,1636.0,1083.0,2769.0,3390.0,1662.0,1916.0,1869.0,1932.0,1694.0
4499.0,4581.0,2264.0,1506.0,3697.0,4514.0,2212.0,2578.0,2466.0,2573.0,2202.0
4506.0,216.0,-1.0,-1.0,329.0,351.0,155.0,141.0,149.0,161.0,175.0
4525.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4563.0,5438.0,2713.0,1818.0,4353.0,5301.0,2606.0,3085.0,2940.0,3068.0,2591.0
4573.0,2992.0,1429.0,934.0,2460.0,3014.0,1480.0,1693.0,1659.0,1719.0,1508.0
4580.0,6508.0,3306.0,2229.0,5177.0,6288.0,3104.0,3673.0,3543.0,3643.0,3106.0
4588.0,2711.0,1286.0,836.0,2243.0,2747.0,1352.0,1536.0,1521.0,1566.0,1366.0
4596.0,-1.0,3709.0,2494.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4651.0,6120.0,3088.0,2058.0,4868.0,5921.0,2902.0,3444.0,3309.0,3434.0,2906.0
4681.0,4128.0,2014.0,1344.0,3337.0,4096.0,2011.0,2319.0,2249.0,2339.0,2015.0
4690.0,3290.0,1585.0,1048.0,2682.0,3285.0,1616.0,1858.0,1813.0,1876.0,1649.0
4693.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4704.0,1935.0,873.0,554.0,1644.0,1994.0,968.0,1102.0,1101.0,1136.0,1016.0
4722.0,5533.0,2772.0,1847.0,4442.0,5398.0,2656.0,3147.0,2990.0,3114.0,2635.0
4726.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4734.0,4413.0,2174.0,1446.0,3558.0,4360.0,2127.0,2485.0,2393.0,2490.0,2141.0
4736.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4759.0,2396.0,1122.0,720.0,1993.0,2438.0,1191.0,1368.0,1346.0,1393.0,1210.0
4768.0,4593.0,2275.0,1516.0,3707.0,4523.0,2220.0,2582.0,2477.0,2581.0,2212.0
4775.0,2473.0,1169.0,751.0,2050.0,2512.0,1227.0,1410.0,1383.0,1432.0,1250.0
4778.0,3968.0,1927.0,1279.0,3213.0,3949.0,1939.0,2239.0,2167.0,2245.0,1947.0
4783.0,5295.0,2637.0,1775.0,4250.0,5182.0,2543.0,3005.0,2862.0,2993.0,2522.0
4815.0,3233.0,1552.0,1024.0,2635.0,3221.0,1595.0,1823.0,1782.0,1847.0,1620.0
4830.0,5228.0,2608.0,1749.0,4203.0,5115.0,2515.0,2960.0,2823.0,2945.0,2485.0
4845.0,5952.0,2999.0,2004.0,4749.0,5785.0,2823.0,3355.0,3217.0,3345.0,2825.0
4854.0,6676.0,3397.0,2290.0,5308.0,6458.0,3166.0,3765.0,3634.0,3727.0,3187.0
4868.0,3539.0,1706.0,1131.0,2873.0,3526.0,1733.0,1999.0,1951.0,2022.0,1759.0
4873.0,2270.0,1048.0,676.0,1902.0,2312.0,1132.0,1290.0,1278.0,1322.0,1159.0
4890.0,-1.0,3685.0,2483.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4895.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4899.0,3607.0,1742.0,1153.0,2930.0,3597.0,1771.0,2043.0,1989.0,2062.0,1790.0
4900.0,2071.0,951.0,605.0,1743.0,2127.0,1031.0,1175.0,1173.0,1214.0,1077.0
4904.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4932.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4972.0,3875.0,1878.0,1247.0,3139.0,3858.0,1900.0,2192.0,2119.0,2194.0,1906.0
4983.0,1757.0,778.0,488.0,1500.0,1826.0,876.0,1007.0,1004.0,1033.0,936.0
5001.0,6119.0,3087.0,2057.0,4867.0,5920.0,2901.0,3443.0,3308.0,3433.0,2905.0
5015.0,2561.0,1214.0,784.0,2127.0,2609.0,1269.0,1461.0,1433.0,1493.0,1293.0
5060.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5061.0,6089.0,3066.0,2047.0,4840.0,5899.0,2886.0,3425.0,3284.0,3416.0,2886.0
5077.0,6507.0,3305.0,2228.0,5183.0,6293.0,3107.0,3677.0,3542.0,3642.0,3108.0
5098.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5103.0,3154.0,1513.0,993.0,2570.0,3141.0,1554.0,1780.0,1740.0,1804.0,1584.0
5105.0,2476.0,1168.0,750.0,2049.0,2511.0,1233.0,1409.0,1382.0,1438.0,1249.0
5126.0,4041.0,1972.0,1311.0,3271.0,4026.0,1973.0,2276.0,2205.0,2283.0,1983.0
5169.0,3000.0,1432.0,943.0,2463.0,3018.0,1485.0,1698.0,1668.0,1724.0,1511.0
5175.0,6452.0,3283.0,2199.0,5137.0,6230.0,3073.0,3640.0,3512.0,3610.0,3078.0
5183.0,2222.0,1019.0,657.0,1869.0,2268.0,1099.0,1267.0,1249.0,1296.0,1135.0
5210.0,3902.0,1892.0,1257.0,3164.0,3883.0,1909.0,2198.0,2131.0,2209.0,1919.0
5211.0,3062.0,1460.0,964.0,2510.0,3062.0,1515.0,1733.0,1699.0,1752.0,1542.0
5214.0,5746.0,2880.0,1925.0,4597.0,5597.0,2741.0,3261.0,3115.0,3240.0,2723.0
5220.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5232.0,5898.0,2965.0,1979.0,4706.0,5739.0,2801.0,3328.0,3192.0,3315.0,2801.0
5252.0,6848.0,3512.0,2379.0,5456.0,6623.0,3253.0,-1.0,-1.0,-1.0,3293.0
5258.0,6223.0,3145.0,2101.0,4952.0,6012.0,2961.0,3501.0,3367.0,3489.0,2953.0
5261.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5263.0,2674.0,1266.0,821.0,2221.0,2720.0,1335.0,1514.0,1496.0,1544.0,1345.0
5279.0,4107.0,2005.0,1339.0,3317.0,4080.0,2000.0,2310.0,2238.0,2324.0,2008.0
5299.0,5657.0,2835.0,1891.0,4529.0,5517.0,2708.0,3220.0,3062.0,3194.0,2689.0
5301.0,2543.0,1207.0,776.0,2109.0,2591.0,1259.0,1449.0,1422.0,1483.0,1282.0
5329.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5338.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5354.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5367.0,3253.0,1569.0,1035.0,2651.0,3244.0,1603.0,1838.0,1795.0,1860.0,1631.0
5375.0,5705.0,2863.0,1908.0,4554.0,5551.0,2721.0,3241.0,3090.0,3218.0,2709.0
5384.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5402.0,2452.0,1156.0,746.0,2033.0,2489.0,1212.0,1396.0,1375.0,1424.0,1237.0
5407.0,5388.0,2693.0,1808.0,4327.0,5270.0,2580.0,3059.0,2915.0,3044.0,2570.0
5412.0,4987.0,2485.0,1660.0,4018.0,4893.0,2395.0,2814.0,2692.0,2799.0,2381.0
5418.0,6776.0,3457.0,2349.0,5384.0,6549.0,3215.0,3823.0,3694.0,3778.0,3241.0
5434.0,4087.0,1996.0,1333.0,3307.0,4067.0,1992.0,2298.0,2227.0,2314.0,2001.0
5436.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5445.0,2752.0,1315.0,856.0,2280.0,2791.0,1372.0,1555.0,1543.0,1590.0,1385.0
5471.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5474.0,6097.0,3071.0,2051.0,4848.0,5904.0,2891.0,3430.0,3288.0,3415.0,2891.0
5483.0,6458.0,-1.0,-1.0,5136.0,6240.0,3078.0,3643.0,3511.0,3614.0,3082.0
5512.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5533.0,6500.0,3303.0,2226.0,5172.0,6279.0,3102.0,3671.0,3540.0,3638.0,3104.0
5534.0,3210.0,1545.0,1017.0,2623.0,3204.0,1586.0,1818.0,1774.0,1837.0,1611.0
5535.0,-1.0,3650.0,2466.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5563.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5576.0,5251.0,2620.0,1761.0,4217.0,5137.0,2522.0,2977.0,2835.0,2959.0,2495.0
5577.0,3853.0,1865.0,1237.0,-1.0,-1.0,1884.0,2179.0,2109.0,2177.0,1896.0
5581.0,1845.0,827.0,526.0,1571.0,1917.0,925.0,1061.0,1053.0,1086.0,975.0
5632.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5697.0,6242.0,3165.0,2113.0,4975.0,6041.0,2980.0,3510.0,3381.0,3504.0,2969.0
5707.0,4098.0,1992.0,1330.0,3315.0,4047.0,1989.0,2295.0,2223.0,2312.0,2000.0
5732.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5748.0,6447.0,3277.0,2195.0,5125.0,6215.0,3071.0,3634.0,3501.0,3605.0,3073.0
5805.0,2144.0,986.0,636.0,1807.0,2202.0,1070.0,1217.0,1210.0,1252.0,1105.0
5809.0,6117.0,3086.0,2064.0,4865.0,5917.0,2900.0,3441.0,3306.0,3431.0,2904.0
5810.0,3193.0,1527.0,1010.0,2598.0,3182.0,1577.0,1800.0,1760.0,1824.0,1602.0
5822.0,6540.0,3326.0,2243.0,5201.0,6318.0,3120.0,3694.0,3561.0,3659.0,3121.0
5826.0,3049.0,1454.0,957.0,2498.0,3050.0,1506.0,1722.0,1690.0,1745.0,1533.0
5870.0,6418.0,3258.0,2186.0,5102.0,6199.0,3055.0,3616.0,3486.0,3591.0,3055.0
5901.0,3536.0,1705.0,1129.0,2864.0,3517.0,1731.0,1997.0,1950.0,2020.0,1756.0
5959.0,4579.0,2266.0,1508.0,3690.0,4513.0,2211.0,2577.0,2470.0,2572.0,2206.0
6001.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
6019.0,2019.0,924.0,586.0,1708.0,2083.0,1004.0,1149.0,1145.0,1186.0,1051.0
6055.0,4957.0,2467.0,1648.0,3993.0,4863.0,2379.0,2795.0,2674.0,2784.0,2372.0
6072.0,6011.0,3030.0,2027.0,4786.0,5835.0,2851.0,3390.0,3246.0,3378.0,2852.0
6097.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
