,0
171.0,19.358724845995873
172.0,19.32452845528457
173.0,19.363105906313642
174.0,19.340580448065168
175.0,19.439160396039597
176.0,19.457222448979586
177.0,19.3783056680162
178.0,19.401260700389123
179.0,19.378493013972076
180.0,19.370492693110634
181.0,19.342497975708476
182.0,19.382159045725665
183.0,19.4204513618677
184.0,19.419853118712275
185.0,19.38288376753508
186.0,19.494010266940464
187.0,19.346615841584164
188.0,19.36758742632612
189.0,19.347627049180314
190.0,19.330328542094463
191.0,19.26720240480962
192.0,19.38959600000001
193.0,19.393636904761912
194.0,19.468267056530227
195.0,19.45179559118235
196.0,19.35395626242545
197.0,19.419018218623506
198.0,19.42915182186234
199.0,19.454729783037468
200.0,19.361939759036154
201.0,19.370959183673467
202.0,19.383682008368208
203.0,19.437418972332015
204.0,19.45053278688524
205.0,19.481722656249993
206.0,19.40768297455967
207.0,19.47321095334687
208.0,19.399794297352322
209.0,19.45675303643725
210.0,19.403374999999983
211.0,19.427763747454172
212.0,19.462249504950485
213.0,19.410676348547725
214.0,19.464350393700805
215.0,19.515477911646588
216.0,19.462634888438124
217.0,19.471346613545826
218.0,19.392690000000023
219.0,19.455143145161276
220.0,19.42373694779116
221.0,19.412853228962806
222.0,19.46875599999999
223.0,19.43654929577465
224.0,19.444705304518667
225.0,19.506394736842125
226.0,19.459401174168306
227.0,19.473733466933865
228.0,19.521937246963578
229.0,19.437565476190482
230.0,19.470883817427378
231.0,19.427724137931037
232.0,19.484126506024108
233.0,19.43256287425149
234.0,19.438099009901
235.0,19.383499999999987
236.0,19.49031568228108
237.0,19.452552083333337
238.0,19.410920168067193
239.0,19.45375151515152
240.0,19.437269461077847
241.0,19.39541082164328
242.0,19.371097560975606
243.0,19.45140524193551
244.0,19.470236514522803
245.0,19.51506924643584
246.0,19.376258964143425
247.0,19.482723014256617
248.0,19.525419999999983
249.0,19.47393600000001
250.0,19.429232510288074
251.0,19.361935684647317
252.0,19.51754285714286
253.0,19.502599999999983
254.0,19.432675196850404
255.0,19.51231863727455
256.0,19.456012219959284
257.0,19.435932515337424
258.0,19.379390099009903
259.0,19.490423076923076
260.0,19.458415169660704
261.0,19.439808163265305
262.0,19.44420440881765
263.0,19.441633802816924
264.0,19.487903885480605
265.0,19.51191382765534
266.0,19.458998007968127
267.0,19.575529644268766
268.0,19.424662698412703
269.0,19.430691382765545
270.0,19.442413087934575
271.0,19.40849290060849
272.0,19.45397590361447
273.0,19.405613963039
274.0,19.4815285996055
275.0,19.451953061224486
276.0,19.453357289527723
277.0,19.380987704918034
278.0,19.43986885245899
279.0,19.517961382113835
280.0,19.41502828282831
281.0,19.401489878542513
282.0,19.461304081632647
283.0,19.51695528455285
284.0,19.475879668049785
285.0,19.472392354124754
286.0,19.47446825396826
287.0,19.43175154004108
288.0,19.45747619047619
289.0,19.395543307086598
290.0,19.44931289640591
291.0,19.44627253668767
292.0,19.50366801619433
293.0,19.539249003984057
294.0,19.46556477732796
295.0,19.47493083003953
296.0,19.446180360721442
297.0,19.54342680412372
298.0,19.435711656441715
299.0,19.500577464788726
300.0,19.493570850202442
301.0,19.50074442190667
302.0,19.48584458077709
303.0,19.469555102040818
304.0,19.47646530612245
305.0,19.507812903225787
306.0,19.452773584905675
307.0,19.49289221556885
308.0,19.550394736842104
309.0,19.533238476953898
310.0,19.53837171717173
311.0,19.44502816901406
312.0,19.43139918533606
313.0,19.477802874743343
314.0,19.49080645161291
315.0,19.46759
316.0,19.57009898989899
317.0,19.575355967078192
318.0,19.48547199999999
319.0,19.506584710743798
320.0,19.50329494949497
321.0,19.57597033898305
322.0,19.477968190854885
323.0,19.539973630831636
324.0,19.552157142857148
325.0,19.5167094188377
326.0,19.43723828920569
327.0,19.511423312883444
328.0,19.453544731610325
329.0,19.473038696537674
330.0,19.497310061601613
331.0,19.512515212981757
332.0,19.439663951120153
333.0,19.506593117408897
334.0,19.556922268907552
335.0,19.577110429447846
336.0,19.482020746887976
337.0,19.49939191919193
338.0,19.457681818181854
339.0,19.53677870563674
340.0,19.53977618069816
341.0,19.513517819706475
342.0,19.529953061224482
343.0,19.632565573770492
344.0,19.598084677419358
345.0,19.624778672032203
346.0,19.528327160493834
347.0,19.514995850622412
348.0,19.497539078156315
349.0,19.528115384615383
350.0,19.5258115942029
351.0,19.573396694214857
352.0,19.475136929460568
353.0,19.53422594142259
354.0,19.467425357873218
355.0,19.584976793248924
356.0,19.557281632653048
357.0,19.58613374485597
358.0,19.54875413223139
359.0,19.57249056603774
360.0,19.550632653061236
361.0,19.4919392624729
362.0,19.51348447204969
363.0,19.572089583333366
364.0,19.606713114754097
365.0,19.504556485355653
366.0,19.495830578512393
367.0,19.539875763747467
368.0,19.561865424430636
369.0,19.537726530612254
370.0,19.635956616052066
371.0,19.43714853556485
372.0,19.482339092872568
373.0,19.521960580912868
374.0,19.54506597938146
375.0,19.51032231404958
376.0,19.574336099585047
377.0,19.522575819672138
378.0,19.532850505050508
379.0,19.59703469387755
380.0,19.521313008130075
381.0,19.58124374999999
382.0,19.58426708074536
383.0,19.612655030800827
384.0,19.540372631578943
385.0,19.57096450939455
386.0,19.597594989561575
387.0,19.537758474576275
388.0,19.620901467505234
389.0,19.54014723926382
390.0,19.54318969072165
391.0,19.5127370600414
392.0,19.591310638297877
393.0,19.601098947368403
394.0,19.613206611570256
395.0,19.51028453608248
396.0,19.509231404958665
397.0,19.52996273291924
398.0,19.50871578947369
399.0,19.528466804979242
400.0,19.57582765957448
401.0,19.585123667377392
402.0,19.512359342915804
403.0,19.550148225469727
404.0,19.542317622950822
405.0,19.552674518201272
406.0,19.619929460580916
407.0,19.501229376257537
408.0,19.55244698544698
409.0,19.52716348195328
410.0,19.586197154471538
411.0,19.55835135135134
412.0,19.49098513800425
413.0,19.515451476793245
414.0,19.614162650602392
415.0,19.563557894736867
416.0,19.58951626016257
417.0,19.577416494845366
418.0,19.647325726141077
419.0,19.559826359832645
420.0,19.55244915254237
421.0,19.518521829521834
422.0,19.541257861635216
423.0,19.51043801652889
424.0,19.545803347280344
425.0,19.5919079497908
426.0,19.536320754716982
427.0,19.52812190082645
428.0,19.4916216216216
429.0,19.53403837953092
430.0,19.537715189873413
431.0,19.62492241379309
432.0,19.538630252100845
433.0,19.604679089026927
434.0,19.549769565217392
435.0,19.547704883227173
436.0,19.582297644539604
437.0,19.575421940928287
438.0,19.537422222222222
439.0,19.5924744376278
440.0,19.575347280334746
441.0,19.582445887445875
442.0,19.589715151515126
443.0,19.531093945720265
444.0,19.62737029288703
445.0,19.49998081023452
446.0,19.58732150313153
447.0,19.52097777777778
448.0,19.583526652452043
449.0,19.57685501066099
450.0,19.649360416666656
451.0,19.578679833679846
452.0,19.586793176972275
453.0,19.64010624999998
454.0,19.555670833333316
455.0,19.509630021141646
456.0,19.569506224066384
457.0,19.568958515283853
458.0,19.430759574468077
459.0,19.54839720558881
460.0,19.544195378151286
461.0,19.596831249999994
462.0,19.521350104821806
463.0,19.49104016913321
464.0,19.540118534482772
465.0,19.414776150627624
466.0,19.5525114822547
467.0,19.494719191919174
468.0,19.579325481798705
469.0,19.523882478632483
470.0,19.507371069182387
471.0,19.568351177730197
472.0,19.544854122621565
473.0,19.567932346723033
474.0,19.622742203742206
475.0,19.505786307053956
476.0,19.51680078895462
477.0,19.59584042553194
478.0,19.57158786610879
479.0,19.511500000000005
480.0,19.537405462184875
481.0,19.59404831932771
482.0,19.568149999999996
483.0,19.5910340425532
484.0,19.531058951965083
485.0,19.581751072961346
486.0,19.58594979079496
487.0,19.570899572649573
488.0,19.583813163481963
489.0,19.59871734475375
490.0,19.57637339055795
491.0,19.536930184804923
492.0,19.529246808510642
493.0,19.515694045174552
494.0,19.57493548387096
495.0,19.537800000000004
496.0,19.564611464968163
497.0,19.58345338983052
498.0,19.616248407643287
499.0,19.558284253578734
500.0,19.538929637526664
501.0,19.614261241970016
502.0,19.463622601279326
503.0,19.608949152542372
504.0,19.49462845010616
505.0,19.550103305785136
506.0,19.5953044397463
507.0,19.652513569937387
508.0,19.520141350211
509.0,19.514173737373728
510.0,19.552527950310548
511.0,19.523275053304904
512.0,19.59098312236288
513.0,19.601088552915762
514.0,19.512440860215044
515.0,19.515155737704934
516.0,19.49457142857143
517.0,19.55024900398408
518.0,19.562850840336136
519.0,19.594765784114042
520.0,19.54503688524589
521.0,19.566139830508472
522.0,19.600004210526322
523.0,19.493303797468347
524.0,19.558640332640348
525.0,19.569469827586204
526.0,19.618155650319824
527.0,19.582936842105273
528.0,19.616720430107517
529.0,19.520256900212313
530.0,19.620383297644526
531.0,19.531801268498914
532.0,19.59172314049587
533.0,19.568756302520992
534.0,19.584318458417837
535.0,19.518339321357292
536.0,19.62375854700855
537.0,19.56792083333333
538.0,19.572495850622417
539.0,19.59716808510639
540.0,19.563394683026583
541.0,19.565727272727298
542.0,19.651954643628525
543.0,19.5541006289308
544.0,19.53713404255319
545.0,19.502600436681217
546.0,19.624997907949798
547.0,19.559918803418796
548.0,19.542460084033628
549.0,19.62169214876032
550.0,19.530070063694264
551.0,19.58279218106998
552.0,19.513806794055192
553.0,19.64665631469978
554.0,19.616173195876293
555.0,19.59638347457627
556.0,19.47828723404253
557.0,19.536776344086018
558.0,19.616063736263733
559.0,19.646618101545236
560.0,19.55589876033057
561.0,19.586430997876867
562.0,19.55494143167029
563.0,19.47770689655172
564.0,19.52040625
565.0,19.533858316221757
566.0,19.532265217391302
567.0,19.541553684210548
568.0,19.514317894736845
569.0,19.580193018480504
570.0,19.561970711297075
571.0,19.601678800856536
572.0,19.547895074946467
573.0,19.47307628865978
574.0,19.510406779661018
575.0,19.560161637931028
576.0,19.439240343347663
577.0,19.543356394129972
578.0,19.544353556485344
579.0,19.541879049676016
580.0,19.606678496868476
581.0,19.643601321585905
582.0,19.50462334801763
583.0,19.54513963039016
584.0,19.48433262260128
585.0,19.569481236203078
586.0,19.501644736842078
587.0,19.547075949367084
588.0,19.49905793991416
589.0,19.53646985446985
590.0,19.504447033898305
591.0,19.6371784232365
592.0,19.57023839662447
593.0,19.528023305084737
594.0,19.566709606986898
595.0,19.57217136659435
596.0,19.489653526970958
597.0,19.570897435897454
598.0,19.545309168443502
599.0,19.593828571428553
600.0,19.474895299145278
601.0,19.538252609603326
602.0,19.53395807127882
603.0,19.532008492569005
604.0,19.496607843137244
605.0,19.633183157894752
606.0,19.512279749478097
607.0,19.592037894736855
608.0,19.49648553719006
609.0,19.565972860125246
610.0,19.5252245762712
611.0,19.509000000000018
612.0,19.55671888412016
613.0,19.623858695652164
614.0,19.553286315789496
615.0,19.534025104602485
616.0,19.469738297872368
617.0,19.48747807017542
618.0,19.556745867768615
619.0,19.587358490566043
620.0,19.600516806722712
621.0,19.486081896551728
622.0,19.60418816067652
623.0,19.548246808510623
624.0,19.465702531645583
625.0,19.569811563169182
626.0,19.520612499999995
627.0,19.581068965517247
628.0,19.558368308351174
629.0,19.586897489539744
630.0,19.59712951167727
631.0,19.561707526881715
632.0,19.561293859649133
633.0,19.503597046413493
634.0,19.551763975155247
635.0,19.614375000000006
636.0,19.486004385964907
637.0,19.507173160173167
638.0,19.492812631578943
639.0,19.5290021691974
640.0,19.564620985010702
641.0,19.45358577405858
642.0,19.549721030042914
643.0,19.5250170575693
644.0,19.55173068893532
645.0,19.491797441364607
646.0,19.666866242038207
647.0,19.530524210526323
648.0,19.52910752688172
649.0,19.49916417910447
650.0,19.575263598326348
651.0,19.553808189655165
652.0,19.598563829787253
653.0,19.544490364025698
654.0,19.49789507494648
655.0,19.527699115044232
656.0,19.553668041237117
657.0,19.508538126361636
658.0,19.5158832271762
659.0,19.548053691275182
660.0,19.545176344086013
661.0,19.53752410901469
662.0,19.607856548856542
663.0,19.49850214592275
664.0,19.600763713080177
665.0,19.49976077586208
666.0,19.503236673773973
667.0,19.525112765957445
668.0,19.646814254859628
669.0,19.65578705636743
670.0,19.64478367346938
671.0,19.583173535791747
672.0,19.528443514644348
673.0,19.560035164835163
674.0,19.588763948497867
675.0,19.45586530612242
676.0,19.57056
677.0,19.543746300211414
678.0,19.5348831967213
679.0,19.516387931034487
680.0,19.520576763485447
681.0,19.60473626373626
682.0,19.54850539956803
683.0,19.557506224066387
684.0,19.544720250521912
685.0,19.567715217391303
686.0,19.62226736842107
687.0,19.568004219409296
688.0,19.579420382165605
689.0,19.492017316017325
690.0,19.655000000000005
691.0,19.62142797494781
692.0,19.642487179487166
693.0,19.59067094017094
694.0,19.53309787234043
695.0,19.52530263157895
696.0,19.562279735682825
697.0,19.61146982758621
698.0,19.566213822894163
699.0,19.54797064989519
700.0,19.571531317494603
701.0,19.576097046413494
702.0,19.59037280701754
703.0,19.44270661157026
704.0,19.543179653679633
705.0,19.573640086206886
706.0,19.52237124463519
707.0,19.47509745762712
708.0,19.48607692307693
709.0,19.577878854625546
710.0,19.600333333333342
711.0,19.55280543933055
712.0,19.492993449781657
713.0,19.5407974413646
714.0,19.548919148936175
715.0,19.473903765690384
716.0,19.499940677966116
717.0,19.493877894736844
718.0,19.50593004115224
719.0,19.61415257731958
720.0,19.62171966527196
721.0,19.544491489361732
722.0,19.578591703056766
723.0,19.541932754880694
724.0,19.54221914893614
725.0,19.51873180873182
726.0,19.429470833333337
727.0,19.60575488069415
728.0,19.507576419213976
729.0,19.63135791757048
730.0,19.540946830265842
731.0,19.52025321888412
732.0,19.626928270042196
733.0,19.520919661733593
734.0,19.56727484143762
735.0,19.571432203389815
736.0,19.540411889596584
737.0,19.52922975929979
738.0,19.685591422121874
739.0,19.484260504201686
740.0,19.513492374727686
741.0,19.59514225053077
742.0,19.53795625000001
743.0,19.636222698072814
744.0,19.538730848861288
745.0,19.537991285403038
746.0,19.629405462184877
747.0,19.561046025104602
748.0,19.615617463617465
749.0,19.518292735042742
750.0,19.56758315789474
751.0,19.5463505376344
752.0,19.61209012875537
753.0,19.584150224215254
754.0,19.606365591397868
755.0,19.462410989010987
756.0,19.589942796610167
757.0,19.53231477516059
758.0,19.638371794871798
759.0,19.530784188034186
760.0,19.521609071274302
761.0,19.51328662420382
762.0,19.53228898128897
763.0,19.557623404255313
764.0,19.575068085106405
765.0,19.45984255319149
766.0,19.54286383928571
767.0,19.495742553191487
768.0,19.54918969072166
769.0,19.544858672376883
770.0,19.550815845824417
771.0,19.559434042553182
772.0,19.649282051282057
773.0,19.504065217391307
774.0,19.59626824034334
775.0,19.54004166666667
776.0,19.514052631578934
777.0,19.647995642701506
778.0,19.536388888888894
779.0,19.508470842332613
780.0,19.505162689804777
781.0,19.637404564315368
782.0,19.55132473118279
783.0,19.562608974358948
784.0,19.557546413502102
785.0,19.60721193415636
786.0,19.58496624472574
787.0,19.540399141630918
788.0,19.587141666666675
789.0,19.622629629629618
790.0,19.50459354838709
791.0,19.57934177215188
792.0,19.60830415754923
793.0,19.472792122538287
794.0,19.59887211740041
795.0,19.60722127659573
796.0,19.61189177489177
797.0,19.61525420168068
798.0,19.551466377440356
799.0,19.563622176591362
800.0,19.578396475770926
801.0,19.55173202614379
802.0,19.468198717948724
803.0,19.534968619246868
804.0,19.526896186440677
805.0,19.530665961945026
806.0,19.580524017467233
807.0,19.53531130063967
808.0,19.612837953091677
809.0,19.54811752577318
810.0,19.56053017241379
811.0,19.64754248366014
812.0,19.530573221757297
813.0,19.491547770700652
814.0,19.562750000000012
815.0,19.608497872340426
816.0,19.597113684210505
817.0,19.633592132505193
818.0,19.63011555555555
819.0,19.5392100840336
820.0,19.436874468085094
821.0,19.58646055437099
822.0,19.415565762004164
823.0,19.583949999999987
824.0,19.62769848156182
825.0,19.532359139784923
826.0,19.552421505376348
827.0,19.58298504273503
828.0,19.583207112970715
829.0,19.600329004328998
830.0,19.553896186440667
831.0,19.52377533039647
832.0,19.511165254237316
833.0,19.49571490280778
834.0,19.493907949790806
835.0,19.609381465517238
836.0,19.504054585152822
837.0,19.539791489361725
838.0,19.490246187363837
839.0,19.574237991266376
840.0,19.583411134903628
841.0,19.525346982758634
842.0,19.536602127659574
843.0,19.579670168067224
844.0,19.458310924369734
845.0,19.620615879828332
846.0,19.576595744680848
847.0,19.55180341880341
848.0,19.61545021645022
849.0,19.59906144067795
850.0,19.497393088552908
851.0,19.54127801724137
852.0,19.534834763948496
853.0,19.5144491525424
854.0,19.594149892933636
855.0,19.613352688172053
856.0,19.54646861924688
857.0,19.5737092050209
858.0,19.528894190871377
859.0,19.656681127982633
860.0,19.59751633986928
861.0,19.574169892473122
862.0,19.51335836909871
863.0,19.489835095137423
864.0,19.584820960698707
865.0,19.556504405286343
866.0,19.551725941422575
867.0,19.57907174887893
868.0,19.58769480519479
869.0,19.450066810344843
870.0,19.54774042553192
871.0,19.54735421166307
872.0,19.470769230769246
873.0,19.58157446808511
874.0,19.56916352201258
875.0,19.59895851528385
876.0,19.56160169491526
877.0,19.597282978723403
878.0,19.580215010141973
879.0,19.623166311300636
880.0,19.609061269146608
881.0,19.529462039045555
882.0,19.480989384288748
883.0,19.546859872611464
884.0,19.569922566371684
885.0,19.545419565217415
886.0,19.588518442622952
887.0,19.492208510638296
888.0,19.48819189765459
889.0,19.575801295896316
890.0,19.551650214592275
891.0,19.545545064377688
892.0,19.47793333333336
893.0,19.589476190476184
894.0,19.54968220338983
895.0,19.600215053763446
896.0,19.553262260127926
897.0,19.512036170212767
898.0,19.524395789473694
899.0,19.58504697986576
900.0,19.48988888888888
901.0,19.524396588486173
902.0,19.498694845360816
903.0,19.56227272727273
904.0,19.579641921397357
905.0,19.55824845995893
906.0,19.597925531914903
907.0,19.61993788819876
908.0,19.56328601694916
909.0,19.480968421052633
910.0,19.611231263383267
911.0,19.48733617021278
912.0,19.6212153846154
913.0,19.559577092511027
914.0,19.63660087719298
915.0,19.586831196581187
916.0,19.48427494456764
917.0,19.568157079646006
918.0,19.534703933747405
919.0,19.570381465517233
920.0,19.596986666666695
921.0,19.55358598726114
922.0,19.47867164179105
923.0,19.603097916666638
924.0,19.570729166666645
925.0,19.584208421052622
926.0,19.54423157894739
927.0,19.579441113490365
928.0,19.574431670282003
929.0,19.604140167364044
930.0,19.539460416666643
931.0,19.573731601731605
932.0,19.571625523012557
933.0,19.58076220806794
934.0,19.599032467532474
935.0,19.54040086206895
936.0,19.603746236559118
937.0,19.586897379912674
938.0,19.60884700665189
939.0,19.592121535181228
940.0,19.58178354978358
941.0,19.56559020044543
942.0,19.47492000000002
943.0,19.568711618257268
944.0,19.573957537155007
945.0,19.576711578947375
946.0,19.502588865096346
947.0,19.557100213219606
948.0,19.591130718954243
949.0,19.603692307692306
950.0,19.56443008474578
951.0,19.538717344753735
952.0,19.490743099787696
953.0,19.61496263736263
954.0,19.61680132450331
955.0,19.57562121212121
956.0,19.641217391304348
957.0,19.50014192139739
958.0,19.584429487179474
959.0,19.5868695652174
960.0,19.56989699570814
961.0,19.488074152542374
962.0,19.427985324947606
963.0,19.466042643923238
964.0,19.561972222222227
965.0,19.504937078651686
966.0,19.547204301075265
967.0,19.56396602972399
968.0,19.581931034482754
969.0,19.522824524312902
970.0,19.57978378378379
971.0,19.5559796839729
972.0,19.51831531531531
973.0,19.53481023454157
974.0,19.591663755458512
975.0,19.580036480686697
976.0,19.594743534482753
977.0,19.493892177589853
978.0,19.573385281385267
979.0,19.544929184549357
980.0,19.585714285714268
981.0,19.540361522198737
982.0,19.556867647058834
983.0,19.57996312364423
984.0,19.54368958333333
985.0,19.553463894967166
986.0,19.54129324894514
987.0,19.52375965665235
988.0,19.53673275862069
989.0,19.545665271966524
990.0,19.48445263157894
991.0,19.57258222222222
992.0,19.608894396551733
993.0,19.515247311827938
994.0,19.50627061310782
995.0,19.59121806167401
996.0,19.618425485961115
997.0,19.568872611464965
998.0,19.550122844827566
999.0,19.49177378435518
1000.0,19.567926940639296
1001.0,19.569850000000013
1002.0,19.566985655737703
1003.0,19.5223245614035
1004.0,19.54887179487178
1005.0,19.5255625
1006.0,19.621411134903635
1007.0,19.474705357142863
1008.0,19.502831896551704
1009.0,19.5069936170213
1010.0,19.563495633187756
1011.0,19.552887711864386
1012.0,19.528880085653103
1013.0,19.59403703703703
1014.0,19.605654661016953
1015.0,19.577413276231272
1016.0,19.629623404255323
1017.0,19.502068584070795
1018.0,19.566634573304153
1019.0,19.615080178173702
1020.0,19.537802173913022
1021.0,19.546216101694913
1022.0,19.589344086021505
1023.0,19.533642222222234
1024.0,19.552980219780217
1025.0,19.570081419624238
1026.0,19.490611464968143
1027.0,19.579713043478264
1028.0,19.584358862144427
1029.0,19.62513617021275
1030.0,19.557719912472642
1031.0,19.58978741865512
1032.0,19.50909725158565
1033.0,19.63343827160494
1034.0,19.62518067226888
1035.0,19.603796257796244
1036.0,19.53699159663866
1037.0,19.561229299363077
1038.0,19.56382119205298
1039.0,19.502481953290875
1040.0,19.57382773109242
1041.0,19.55654266958426
1042.0,19.58559829059827
1043.0,19.578487695749434
1044.0,19.603617067833667
1045.0,19.456790849673194
1046.0,19.62846666666667
1047.0,19.57262608695653
1048.0,19.507266666666673
1049.0,19.545541577825173
1050.0,19.61481465517241
1051.0,19.64544759825326
1052.0,19.629993348115303
1053.0,19.496749469214443
1054.0,19.569459401709388
1055.0,19.611607218683663
1056.0,19.559520607375276
1057.0,19.528662946428593
1058.0,19.58426710816778
1059.0,19.580094420600847
1060.0,19.604531868131847
1061.0,19.60383686440677
1062.0,19.518800433839473
1063.0,19.515177453027146
1064.0,19.51254451345756
1065.0,19.52990598290597
1066.0,19.53112284482756
1067.0,19.51239248434237
1068.0,19.565732456140353
1069.0,19.65781555555556
1070.0,19.549854077253208
1071.0,19.563438752783956
1072.0,19.54824145299146
1073.0,19.51690987124466
1074.0,19.57568763557482
1075.0,19.54854583333336
1076.0,19.544249999999984
1077.0,19.5509436008677
1078.0,19.551336909871228
1079.0,19.545497872340427
1080.0,19.58155341880341
1081.0,19.484953091684435
1082.0,19.538567391304365
1083.0,19.63401939655173
1084.0,19.539170940170923
1085.0,19.6197457264957
1086.0,19.542149789029555
1087.0,19.518555327868842
1088.0,19.571164179104464
1089.0,19.548783157894718
1090.0,19.626993736952
1091.0,19.482585526315805
1092.0,19.589137339055792
1093.0,19.514902386117114
1094.0,19.54419181034483
1095.0,19.568737739872056
1096.0,19.58473277661793
1097.0,19.53387711864408
1098.0,19.532941299790377
1099.0,19.548211416490478
1100.0,19.59089743589743
1101.0,19.513297468354434
1102.0,19.56623717948717
1103.0,19.583507368421042
1104.0,19.587757261410797
1105.0,19.567734913793135
1106.0,19.56227408993577
1107.0,19.527898520084563
1108.0,19.498221074380155
1109.0,19.574408247422674
1110.0,19.5631380753138
1111.0,19.47126293103448
1112.0,19.519379385964914
1113.0,19.587267857142873
1114.0,19.495426751592355
1115.0,19.565211328976037
1116.0,19.57731799163178
1117.0,19.626505307855627
1118.0,19.526794871794884
1119.0,19.49513852813853
1120.0,19.607663829787228
1121.0,19.564121739130446
1122.0,19.609535031847148
1123.0,19.601470338983045
1124.0,19.613931914893595
1125.0,19.576904862579294
1126.0,19.596786163522008
1127.0,19.487285714285747
1128.0,19.563637526652442
1129.0,19.52650564334086
1130.0,19.53316771488469
1131.0,19.63071739130434
1132.0,19.53010352422908
1133.0,19.56367818574515
1134.0,19.54322814498935
1135.0,19.522119914346913
1136.0,19.57377263157894
1137.0,19.569000000000013
1138.0,19.571049040511735
1139.0,19.550787234042556
1140.0,19.56609832635983
1141.0,19.601850427350417
1142.0,19.608798264642076
1143.0,19.581233905579403
1144.0,19.548660087719302
1145.0,19.554131465517244
1146.0,19.52085774946921
1147.0,19.617501075268837
1148.0,19.53386411889595
1149.0,19.560163865546233
1150.0,19.55439662447258
1151.0,19.647735169491522
1152.0,19.57204741379312
1153.0,19.535362288135588
1154.0,19.57238279569893
1155.0,19.557472689075627
1156.0,19.512985446985475
